#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 01 01 00 00 00 1 5723.227
2022 01 01 00 15 00 1 5723.241
2022 01 01 00 30 00 1 5723.252
2022 01 01 00 45 00 1 5723.268
2022 01 01 01 00 00 1 5723.280
2022 01 01 01 15 00 1 5723.290
2022 01 01 01 30 00 1 5723.300
2022 01 01 01 45 00 1 5723.308
2022 01 01 02 00 00 1 5723.314
2022 01 01 02 15 00 1 9999.000
2022 01 01 02 30 00 1 9999.000
2022 01 01 02 45 00 1 9999.000
2022 01 01 03 00 00 1 9999.000
2022 01 01 03 15 00 1 5723.334
2022 01 01 03 30 00 1 5723.330
2022 01 01 03 45 00 1 5723.322
2022 01 01 04 00 00 1 5723.314
2022 01 01 04 15 00 1 5723.303
2022 01 01 04 30 00 1 5723.287
2022 01 01 04 45 00 1 5723.265
2022 01 01 05 00 00 1 5723.239
2022 01 01 05 15 00 1 5723.214
2022 01 01 05 30 00 1 5723.180
2022 01 01 05 45 00 1 5723.146
2022 01 01 06 00 00 1 5723.109
2022 01 01 06 15 00 1 5723.065
2022 01 01 06 30 00 1 5723.015
2022 01 01 06 45 00 1 5722.965
2022 01 01 07 00 00 1 5722.913
2022 01 01 07 15 00 1 5722.858
2022 01 01 07 30 00 1 5722.806
2022 01 01 07 45 00 1 5722.748
2022 01 01 08 00 00 1 5722.691
2022 01 01 08 15 00 1 5722.635
2022 01 01 08 30 00 1 5722.582
2022 01 01 08 45 00 1 5722.529
2022 01 01 09 00 00 1 5722.480
2022 01 01 09 15 00 1 5722.433
2022 01 01 09 30 00 1 5722.389
2022 01 01 09 45 00 1 5722.349
2022 01 01 10 00 00 1 5722.311
2022 01 01 10 15 00 1 5722.281
2022 01 01 10 30 00 1 5722.252
2022 01 01 10 45 00 1 5722.232
2022 01 01 11 00 00 1 5722.216
2022 01 01 11 15 00 1 5722.205
2022 01 01 11 30 00 1 5722.201
2022 01 01 11 45 00 1 5722.202
2022 01 01 12 00 00 1 5722.211
2022 01 01 12 15 00 1 5722.224
2022 01 01 12 30 00 1 5722.240
2022 01 01 12 45 00 1 5722.266
2022 01 01 13 00 00 1 5722.294
2022 01 01 13 15 00 1 5722.326
2022 01 01 13 30 00 1 5722.364
2022 01 01 13 45 00 1 5722.403
2022 01 01 14 00 00 1 5722.446
2022 01 01 14 15 00 1 5722.494
2022 01 01 14 30 00 1 5722.542
2022 01 01 14 45 00 1 5722.590
2022 01 01 15 00 00 1 5722.641
2022 01 01 15 15 00 1 5722.695
2022 01 01 15 30 00 1 5722.748
2022 01 01 15 45 00 1 5722.801
2022 01 01 16 00 00 1 5722.853
2022 01 01 16 15 00 1 5722.901
2022 01 01 16 30 00 1 5722.952
2022 01 01 16 45 00 1 5722.997
2022 01 01 17 00 00 1 5723.039
2022 01 01 17 15 00 1 5723.078
2022 01 01 17 30 00 1 5723.111
2022 01 01 17 45 00 1 5723.144
2022 01 01 18 00 00 1 5723.171
2022 01 01 18 15 00 1 5723.195
2022 01 01 18 30 00 1 5723.213
2022 01 01 18 45 00 1 5723.231
2022 01 01 19 00 00 1 5723.243
2022 01 01 19 15 00 1 5723.251
2022 01 01 19 30 00 1 5723.256
2022 01 01 19 45 00 1 5723.259
2022 01 01 20 00 00 1 5723.259
2022 01 01 20 15 00 1 5723.254
2022 01 01 20 30 00 1 5723.253
2022 01 01 20 45 00 1 5723.245
2022 01 01 21 00 00 1 5723.240
2022 01 01 21 15 00 1 5723.233
2022 01 01 21 30 00 1 5723.223
2022 01 01 21 45 00 1 5723.215
2022 01 01 22 00 00 1 5723.209
2022 01 01 22 15 00 1 5723.200
2022 01 01 22 30 00 1 5723.195
2022 01 01 22 45 00 1 5723.193
2022 01 01 23 00 00 1 5723.190
2022 01 01 23 15 00 1 5723.188
2022 01 01 23 30 00 1 5723.194
2022 01 01 23 45 00 1 5723.199
2022 01 02 00 00 00 1 5723.207
2022 01 02 00 15 00 1 5723.213
2022 01 02 00 30 00 1 5723.221
2022 01 02 00 45 00 1 5723.233
2022 01 02 01 00 00 1 5723.243
2022 01 02 01 15 00 1 5723.251
