#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 03 26 02 40 155  2.1  2.5  0.71  7.14  5.19 146 1010.3  20.3  19.8 999.0 99.0 99.00 
2023 03 26 02 50 163  1.9  2.3 99.00 99.00 99.00 999 1010.5  20.2  20.5 999.0 99.0 99.00 
2023 03 26 03 00 161  2.1  2.5 99.00 99.00 99.00 999 1010.6  20.2  20.2 999.0 99.0 99.00 
2023 03 26 03 10 149  2.0  2.4  0.78  7.14  5.37 147 1010.8  20.2  19.8 999.0 99.0 99.00 
2023 03 26 03 20 150  1.9  2.3 99.00 99.00 99.00 999 1010.8  20.1  19.7 999.0 99.0 99.00 
2023 03 26 03 30 147  2.1  2.7 99.00 99.00 99.00 999 1010.9  20.2  20.2 999.0 99.0 99.00 
2023 03 26 03 40 152  2.1  2.7  0.76  6.67  5.35 149 1010.9  20.2  20.1 999.0 99.0 99.00 
2023 03 26 03 50 149  2.8  3.4 99.00 99.00 99.00 999 1011.0  20.2  20.1 999.0 99.0 99.00 
2023 03 26 04 00 143  2.9  3.7 99.00 99.00 99.00 999 1010.9  20.2  20.1 999.0 99.0 99.00 
2023 03 26 04 10 146  3.0  3.5  0.73  7.14  5.24 158 1010.9  20.3  20.0 999.0 99.0 99.00 
2023 03 26 04 20 150  3.5  4.3 99.00 99.00 99.00 999 1010.8  20.3  20.1  20.3 99.0 99.00 
2023 03 26 04 30 150  3.6  4.5 99.00 99.00 99.00 999 1010.9  20.3  20.1  20.3 99.0 99.00 
2023 03 26 04 40 154  3.3  3.9  0.71  7.14  5.20 143 1010.9  20.4  20.1  20.4 99.0 99.00 
2023 03 26 04 50 156  3.4  4.1 99.00 99.00 99.00 999 1011.0  20.4  20.1  20.4 99.0 99.00 
2023 03 26 05 00 159  3.6  4.4 99.00 99.00 99.00 999 1010.9  20.4  20.1  20.4 99.0 99.00 
2023 03 26 05 10 164  3.7  4.4  0.65  6.67  5.01 145 1011.0  20.4  20.0  20.4 99.0 99.00 
2023 03 26 05 20 168  3.4  4.6 99.00 99.00 99.00 999 1011.0  20.4  20.0  20.4 99.0 99.00 
2023 03 26 05 30 173  4.7  6.8 99.00 99.00 99.00 999 1010.9  20.6  20.0  20.6 99.0 99.00 
2023 03 26 05 40 181  5.0  7.5  0.65  6.25  4.90 144 1010.8  20.7  19.9 999.0 99.0 99.00 
2023 03 26 05 50 188  3.9  4.8 99.00 99.00 99.00 999 1011.0  20.6  19.8 999.0 99.0 99.00 
2023 03 26 06 00 194  3.4  4.4 99.00 99.00 99.00 999 1011.0  20.6  19.8 999.0 99.0 99.00 
2023 03 26 06 10 210  2.9  3.5  0.71  7.14  5.18 135 1010.9  20.5  19.8 999.0 99.0 99.00 
2023 03 26 06 20 207  2.5  3.0 99.00 99.00 99.00 999 1010.9  20.4  19.8 999.0 99.0 99.00 
2023 03 26 06 30 200  2.6  3.0 99.00 99.00 99.00 999 1010.9  20.4  19.8 999.0 99.0 99.00 
2023 03 26 06 40 204  2.2  2.6  0.63  6.25  4.92 153 1011.0  20.4  19.8 999.0 99.0 99.00 
2023 03 26 06 50 215  1.9  2.3 99.00 99.00 99.00 999 1010.8  20.4  19.9 999.0 99.0 99.00 
2023 03 26 07 00 238  1.2  1.8 99.00 99.00 99.00 999 1010.9  20.3  19.8 999.0 99.0 99.00 
2023 03 26 07 10 247  1.0  1.5  0.71  6.25  5.05 146 1010.9  20.3  19.9 999.0 99.0 99.00 
2023 03 26 07 20 238  1.1  1.5 99.00 99.00 99.00 999 1010.8  20.3  19.9 999.0 99.0 99.00 
2023 03 26 07 30 230  1.2  1.9 99.00 99.00 99.00 999 1010.8  20.4  19.9 999.0 99.0 99.00 
2023 03 26 07 40 239  1.9  2.4  0.70  6.25  5.07 151 1010.8  20.5  19.9 999.0 99.0 99.00 
2023 03 26 07 50 228  1.5  1.9 99.00 99.00 99.00 999 1010.7  20.5  19.9 999.0 99.0 99.00 
2023 03 26 08 00 224  1.3  2.4 99.00 99.00 99.00 999 1010.5  20.5  19.9 999.0 99.0 99.00 
2023 03 26 08 10 233  0.9  1.5  0.76  6.67  5.17 143 1010.3  20.5  19.9 999.0 99.0 99.00 
2023 03 26 08 20 199  0.2  0.7 99.00 99.00 99.00 999 1010.2  20.5  19.9 999.0 99.0 99.00 
2023 03 26 08 30 129  0.1  0.7 99.00 99.00 99.00 999 1009.9  20.5  19.9 999.0 99.0 99.00 
2023 03 26 08 40 116  0.6  1.2  0.69  6.25  5.10 144 1009.9  20.6  19.9 999.0 99.0 99.00 
2023 03 26 08 50 121  1.6  2.3 99.00 99.00 99.00 999 1009.7  20.5  19.9 999.0 99.0 99.00 
2023 03 26 09 00 134  2.0  2.5 99.00 99.00 99.00 999 1009.7  20.5  19.9 999.0 99.0 99.00 
2023 03 26 09 10 131  2.6  3.0  0.69  6.67  5.21 145 1009.4  20.5  19.9 999.0 99.0 99.00 
2023 03 26 09 20 119  2.8  3.7 99.00 99.00 99.00 999 1009.4  20.4  19.9 999.0 99.0 99.00 
2023 03 26 09 30 108  3.0  3.8 99.00 99.00 99.00 999 1009.2  20.2  19.9 999.0 99.0 99.00 
2023 03 26 09 40 103  3.2  3.8  0.71  6.67  5.22 146 1009.2  20.3  19.8 999.0 99.0 99.00 
2023 03 26 09 50  98  3.3  3.9 99.00 99.00 99.00 999 1008.8  20.2  19.8 999.0 99.0 99.00 
2023 03 26 10 00 102  3.7  4.4 99.00 99.00 99.00 999 1008.8  20.3  19.8 999.0 99.0 99.00 
2023 03 26 10 10 113  3.1  3.9  0.69  6.67  5.24 148 1008.9  20.4  19.8 999.0 99.0 99.00 
2023 03 26 10 20 102  2.8  3.8 99.00 99.00 99.00 999 1008.9  20.4  19.8 999.0 99.0 99.00 
2023 03 26 10 30 101  2.6  3.2 99.00 99.00 99.00 999 1008.9  20.2  19.7 999.0 99.0 99.00 
2023 03 26 10 40 110  2.9  3.5  0.70  6.67  5.19 140 1009.2  20.3  19.7 999.0 99.0 99.00 
2023 03 26 10 50 122  3.2  4.2 99.00 99.00 99.00 999 1009.3  20.4  19.5 999.0 99.0 99.00 
2023 03 26 11 00  95  2.6  3.7 99.00 99.00 99.00 999 1009.3  20.4  19.5 999.0 99.0 99.00 
2023 03 26 11 10  64  2.0  2.5  0.69  6.67  5.18 138 1009.6  20.1  19.5 999.0 99.0 99.00 
2023 03 26 11 20  58  1.3  1.8 99.00 99.00 99.00 999 1009.8  20.1  19.6 999.0 99.0 99.00 
2023 03 26 11 30  23  1.5  2.0 99.00 99.00 99.00 999 1009.9  20.0  19.6 999.0 99.0 99.00 
2023 03 26 11 40  10  1.6  1.9  0.70  6.25  5.26 153 1010.0  20.0  19.6 999.0 99.0 99.00 
